N;time;Waveform;scale;;Total period;;1;;Calculated;
564;0,55078125;0,067295347;2185;;;;;;;
565;0,551757813;0,067359437;2185;;;;;;;
566;0,552734375;0,067360273;2185;;;;;;;
567;0,553710938;0,067297577;2185;;;;;;;
568;0,5546875;0,067171128;2185;;;;;;;
569;0,555664063;0,066980766;2185;;;;;;;
570;0,556640625;0,066726386;2184;;;;;;;
571;0,557617188;0,066407944;2184;;;;;;;
572;0,55859375;0,066025453;2183;;;;;;;
573;0,559570313;0,065578988;2182;;;;;;;
574;0,560546875;0,065068681;2181;;;;;;;
575;0,561523438;0,064494724;2180;;;;;;;
576;0,5625;0,063857369;2178;;;;;;;
577;0,563476563;0,063156928;2177;;;;;;;
578;0,564453125;0,062393771;2175;;;;;;;
579;0,565429688;0,061568329;2174;;;;;;;
580;0,56640625;0,060681093;2172;;;;;;;
581;0,567382813;0,059732611;2170;;;;;;;
582;0,568359375;0,058723493;2168;;;;;;;
583;0,569335938;0,057654403;2166;;;;;;;
584;0,5703125;0,056526069;2163;;;;;;;
585;0,571289063;0,055339273;2161;;;;;;;
586;0,572265625;0,054094855;2158;;;;;;;
587;0,573242188;0,052793713;2156;;;;;;;
588;0,57421875;0,051436801;2153;;;;;;;
589;0,575195313;0,050025129;2150;;;;;;;
590;0,576171875;0,048559761;2147;;;;;;;
591;0,577148438;0,047041816;2144;;;;;;;
592;0,578125;0,045472467;2141;;;;;;;
593;0,579101563;0,04385294;2137;;;;;;;
594;0,580078125;0,04218451;2134;;;;;;;
595;0,581054688;0,040468508;2130;;;;;;;
596;0,58203125;0,03870631;2127;;;;;;;
597;0,583007813;0,036899344;2123;;;;;;;
598;0,583984375;0,035049085;2119;;;;;;;
599;0,584960938;0,033157054;2115;;;;;;;
600;0,5859375;0,031224818;2111;;;;;;;
601;0,586914063;0,02925399;2107;;;;;;;
602;0,587890625;0,027246222;2103;;;;;;;
603;0,588867188;0,025203213;2099;;;;;;;
604;0,58984375;0,023126698;2095;;;;;;;
605;0,590820313;0,021018454;2091;;;;;;;
606;0,591796875;0,018880293;2086;;;;;;;
607;0,592773438;0,016714065;2082;;;;;;;
608;0,59375;0,014521654;2077;;;;;;;
609;0,594726563;0,012304977;2073;;;;;;;
610;0,595703125;0,010065982;2068;;;;;;;
611;0,596679688;0,007806648;2063;;;;;;;
612;0,59765625;0,005528981;2059;;;;;;;
613;0,598632813;0,003235015;2054;;;;;;;
614;0,599609375;0,000926806;2049;;;;;;;
615;0,600585938;-0,001393564;2045;;;;;;;
616;0,6015625;-0,003723994;2040;;;;;;;
617;0,602539063;-0,006062362;2035;;;;;;;
618;0,603515625;-0,00840653;2030;;;;;;;
619;0,604492188;-0,010754342;2025;;;;;;;
620;0,60546875;-0,01310363;2021;;;;;;;
621;0,606445313;-0,015452214;2016;;;;;;;
622;0,607421875;-0,017797904;2011;;;;;;;
623;0,608398438;-0,020138499;2006;;;;;;;
624;0,609375;-0,022471797;2001;;;;;;;
625;0,610351563;-0,024795588;1997;;;;;;;
626;0,611328125;-0,027107661;1992;;;;;;;
627;0,612304688;-0,029405805;1987;;;;;;;
628;0,61328125;-0,031687809;1983;;;;;;;
629;0,614257813;-0,03395147;1978;;;;;;;
630;0,615234375;-0,036194586;1973;;;;;;;
631;0,616210938;-0,038414965;1969;;;;;;;
632;0,6171875;-0,040610426;1964;;;;;;;
633;0,618164063;-0,042778798;1960;;;;;;;
634;0,619140625;-0,044917925;1956;;;;;;;
635;0,620117188;-0,047025666;1951;;;;;;;
636;0,62109375;-0,049099898;1947;;;;;;;
637;0,622070313;-0,05113852;1943;;;;;;;
638;0,623046875;-0,05313945;1939;;;;;;;
639;0,624023438;-0,055100631;1935;;;;;;;
640;0,625;-0,057020033;1931;;;;;;;
641;0,625976563;-0,058895653;1927;;;;;;;
642;0,626953125;-0,060725517;1923;;;;;;;
643;0,627929688;-0,062507684;1919;;;;;;;
644;0,62890625;-0,064240246;1916;;;;;;;
645;0,629882813;-0,065921331;1912;;;;;;;
646;0,630859375;-0,067549103;1909;;;;;;;
647;0,631835938;-0,069121767;1906;;;;;;;
648;0,6328125;-0,070637568;1903;;;;;;;
649;0,633789063;-0,072094795;1900;;;;;;;
650;0,634765625;-0,07349178;1897;;;;;;;
651;0,635742188;-0,074826902;1894;;;;;;;
652;0,63671875;-0,076098588;1892;;;;;;;
653;0,637695313;-0,077305316;1889;;;;;;;
654;0,638671875;-0,078445612;1887;;;;;;;
655;0,639648438;-0,079518059;1885;;;;;;;
656;0,640625;-0,080521291;1883;;;;;;;
657;0,641601563;-0,081454001;1881;;;;;;;
658;0,642578125;-0,082314935;1879;;;;;;;
659;0,643554688;-0,083102903;1877;;;;;;;
660;0,64453125;-0,083816773;1876;;;;;;;
661;0,645507813;-0,084455472;1875;;;;;;;
662;0,646484375;-0,085017994;1873;;;;;;;
663;0,647460938;-0,085503395;1872;;;;;;;
664;0,6484375;-0,085910797;1872;;;;;;;
665;0,649414063;-0,086239386;1871;;;;;;;
666;0,650390625;-0,086488419;1870;;;;;;;
667;0,651367188;-0,08665722;1870;;;;;;;
668;0,65234375;-0,08674518;1870;;;;;;;
669;0,653320313;-0,086751765;1870;;;;;;;
670;0,654296875;-0,086676509;1870;;;;;;;
671;0,655273438;-0,086519018;1870;;;;;;;
672;0,65625;-0,086278973;1871;;;;;;;
673;0,657226563;-0,085956125;1871;;;;;;;
674;0,658203125;-0,085550303;1872;;;;;;;
675;0,659179688;-0,085061407;1873;;;;;;;
676;0,66015625;-0,084489415;1874;;;;;;;
677;0,661132813;-0,083834379;1876;;;;;;;
678;0,662109375;-0,083096426;1877;;;;;;;
679;0,663085938;-0,08227576;1879;;;;;;;
680;0,6640625;-0,081372664;1881;;;;;;;
681;0,665039063;-0,080387493;1883;;;;;;;
682;0,666015625;-0,079320682;1885;;;;;;;
683;0,666992188;-0,078172741;1887;;;;;;;
684;0,66796875;-0,076944258;1890;;;;;;;
685;0,668945313;-0,075635896;1893;;;;;;;
686;0,669921875;-0,074248395;1895;;;;;;;
687;0,670898438;-0,072782574;1898;;;;;;;
688;0,671875;-0,071239322;1902;;;;;;;
689;0,672851563;-0,069619609;1905;;;;;;;
690;0,673828125;-0,067924478;1908;;;;;;;
691;0,674804688;-0,066155045;1912;;;;;;;
692;0,67578125;-0,064312503;1916;;;;;;;
693;0,676757813;-0,062398116;1920;;;;;;;
694;0,677734375;-0,060413222;1924;;;;;;;
695;0,678710938;-0,05835923;1928;;;;;;;
696;0,6796875;-0,056237621;1932;;;;;;;
697;0,680664063;-0,054049944;1937;;;;;;;
698;0,681640625;-0,051797821;1941;;;;;;;
699;0,682617188;-0,049482938;1946;;;;;;;
700;0,68359375;-0,04710705;1951;;;;;;;
701;0,684570313;-0,044671978;1956;;;;;;;
702;0,685546875;-0,042179606;1961;;;;;;;
703;0,686523438;-0,039631885;1966;;;;;;;
704;0,6875;-0,037030824;1972;;;;;;;
705;0,688476563;-0,034378493;1977;;;;;;;
706;0,689453125;-0,031677024;1983;;;;;;;
707;0,690429688;-0,028928603;1988;;;;;;;
708;0,69140625;-0,026135475;1994;;;;;;;
709;0,692382813;-0,023299936;2000;;;;;;;
710;0,693359375;-0,020424338;2006;;;;;;;
711;0,694335938;-0,017511082;2012;;;;;;;
712;0,6953125;-0,014562617;2018;;;;;;;
713;0,696289063;-0,011581441;2024;;;;;;;
714;0,697265625;-0,008570096;2030;;;;;;;
715;0,698242188;-0,005531168;2036;;;;;;;
716;0,69921875;-0,002467285;2042;;;;;;;
717;0,700195313;0,000618889;2049;;;;;;;
718;0,701171875;0,003724649;2055;;;;;;;
719;0,702148438;0,006847257;2062;;;;;;;
720;0,703125;0,009983944;2068;;;;;;;
721;0,704101563;0,013131907;2074;;;;;;;
722;0,705078125;0,016288318;2081;;;;;;;
723;0,706054688;0,01945032;2087;;;;;;;
724;0,70703125;0,022615035;2094;;;;;;;
725;0,708007813;0,025779564;2100;;;;;;;
726;0,708984375;0,028940986;2107;;;;;;;
727;0,709960938;0,032096368;2113;;;;;;;
728;0,7109375;0,03524276;2120;;;;;;;
729;0,711914063;0,038377201;2126;;;;;;;
730;0,712890625;0,041496723;2132;;;;;;;
731;0,713867188;0,044598351;2139;;;;;;;
732;0,71484375;0,047679104;2145;;;;;;;
733;0,715820313;0,050736002;2151;;;;;;;
734;0,716796875;0,053766067;2158;;;;;;;
735;0,717773438;0,056766324;2164;;;;;;;
736;0,71875;0,059733804;2170;;;;;;;
737;0,719726563;0,062665547;2176;;;;;;;
738;0,720703125;0,065558608;2182;;;;;;;
739;0,721679688;0,068410053;2188;;;;;;;
740;0,72265625;0,071216966;2193;;;;;;;
741;0,723632813;0,073976453;2199;;;;;;;
742;0,724609375;0,076685639;2205;;;;;;;
743;0,725585938;0,079341678;2210;;;;;;;
744;0,7265625;0,081941747;2215;;;;;;;
745;0,727539063;0,084483058;2221;;;;;;;
746;0,728515625;0,086962854;2226;;;;;;;
747;0,729492188;0,089378412;2231;;;;;;;
748;0,73046875;0,091727049;2235;;;;;;;
749;0,731445313;0,094006124;2240;;;;;;;
750;0,732421875;0,096213035;2245;;;;;;;
751;0,733398438;0,098345231;2249;;;;;;;
752;0,734375;0,100400205;2253;;;;;;;
753;0,735351563;0,102375503;2257;;;;;;;
754;0,736328125;0,104268724;2261;;;;;;;
755;0,737304688;0,106077522;2265;;;;;;;
756;0,73828125;0,107799609;2268;;;;;;;
757;0,739257813;0,109432759;2272;;;;;;;
758;0,740234375;0,110974807;2275;;;;;;;
759;0,741210938;0,112423653;2278;;;;;;;
760;0,7421875;0,113777265;2281;;;;;;;
761;0,743164063;0,11503368;2283;;;;;;;
762;0,744140625;0,116191008;2285;;;;;;;
763;0,745117188;0,11724743;2288;;;;;;;
764;0,74609375;0,118201204;2290;;;;;;;
765;0,747070313;0,119050668;2291;;;;;;;
766;0,748046875;0,119794235;2293;;;;;;;
767;0,749023438;0,120430405;2294;;;;;;;
768;0,75;0,120957757;2295;;;;;;;
769;0,750976563;0,121374957;2296;;;;;;;
770;0,751953125;0,121680759;2297;;;;;;;
771;0,752929688;0,121874004;2297;;;;;;;
772;0,75390625;0,121953623;2297;;;;;;;
773;0,754882813;0,121918642;2297;;;;;;;
774;0,755859375;0,121768176;2297;;;;;;;
775;0,756835938;0,121501437;2296;;;;;;;
776;0,7578125;0,121117734;2296;;;;;;;
777;0,758789063;0,12061647;2295;;;;;;;
778;0,759765625;0,119997149;2293;;;;;;;
779;0,760742188;0,119259374;2292;;;;;;;
780;0,76171875;0,11840285;2290;;;;;;;
781;0,762695313;0,11742738;2288;;;;;;;
782;0,763671875;0,116332874;2286;;;;;;;
783;0,764648438;0,115119342;2283;;;;;;;
784;0,765625;0,113786899;2281;;;;;;;
785;0,766601563;0,112335766;2278;;;;;;;
786;0,767578125;0,110766268;2274;;;;;;;
787;0,768554688;0,109078835;2271;;;;;;;
788;0,76953125;0,107274007;2267;;;;;;;
789;0,770507813;0,105352426;2263;;;;;;;
790;0,771484375;0,103314843;2259;;;;;;;
791;0,772460938;0,101162117;2255;;;;;;;
792;0,7734375;0,098895212;2250;;;;;;;
793;0,774414063;0,096515201;2245;;;;;;;
794;0,775390625;0,094023262;2240;;;;;;;
795;0,776367188;0,091420682;2235;;;;;;;
796;0,77734375;0,088708853;2229;;;;;;;
797;0,778320313;0,085889273;2223;;;;;;;
798;0,779296875;0,082963548;2217;;;;;;;
799;0,780273438;0,079933387;2211;;;;;;;
800;0,78125;0,076800605;2205;;;;;;;
801;0,782226563;0,073567119;2198;;;;;;;
802;0,783203125;0,070234953;2191;;;;;;;
803;0,784179688;0,066806229;2184;;;;;;;
804;0,78515625;0,063283174;2177;;;;;;;
805;0,786132813;0,059668113;2170;;;;;;;
806;0,787109375;0,055963471;2162;;;;;;;
807;0,788085938;0,052171771;2154;;;;;;;
808;0,7890625;0,048295634;2146;;;;;;;
809;0,790039063;0,044337773;2138;;;;;;;
810;0,791015625;0,040301;2130;;;;;;;
811;0,791992188;0,036188214;2122;;;;;;;
812;0,79296875;0,032002408;2113;;;;;;;
813;0,793945313;0,027746665;2104;;;;;;;
814;0,794921875;0,023424152;2095;;;;;;;
815;0,795898438;0,019038124;2086;;;;;;;
816;0,796875;0,014591918;2077;;;;;;;
817;0,797851563;0,010088954;2068;;;;;;;
818;0,798828125;0,005532731;2059;;;;;;;
819;0,799804688;0,000926823;2049;;;;;;;
820;0,80078125;-0,003725116;2040;;;;;;;
821;0,801757813;-0,008419364;2030;;;;;;;
822;0,802734375;-0,013152127;2021;;;;;;;
823;0,803710938;-0,017919542;2011;;;;;;;
824;0,8046875;-0,022717682;2001;;;;;;;
825;0,805664063;-0,027542556;1991;;;;;;;
826;0,806640625;-0,032390112;1981;;;;;;;
827;0,807617188;-0,037256244;1971;;;;;;;
828;0,80859375;-0,042136786;1961;;;;;;;
829;0,809570313;-0,047027524;1951;;;;;;;
830;0,810546875;-0,051924194;1941;;;;;;;
831;0,811523438;-0,056822484;1931;;;;;;;
832;0,8125;-0,061718039;1921;;;;;;;
833;0,813476563;-0,066606466;1911;;;;;;;
834;0,814453125;-0,071483333;1901;;;;;;;
835;0,815429688;-0,076344173;1891;;;;;;;
836;0,81640625;-0,08118449;1881;;;;;;;
837;0,817382813;-0,085999758;1871;;;;;;;
838;0,818359375;-0,090785428;1862;;;;;;;
839;0,819335938;-0,095536929;1852;;;;;;;
840;0,8203125;-0,100249672;1842;;;;;;;
841;0,821289063;-0,104919053;1833;;;;;;;
842;0,822265625;-0,109540458;1823;;;;;;;
843;0,823242188;-0,114109262;1814;;;;;;;
844;0,82421875;-0,118620839;1805;;;;;;;
845;0,825195313;-0,123070559;1795;;;;;;;
846;0,826171875;-0,127453795;1786;;;;;;;
847;0,827148438;-0,131765927;1778;;;;;;;
848;0,828125;-0,136002342;1769;;;;;;;
849;0,829101563;-0,140158442;1760;;;;;;;
850;0,830078125;-0,144229642;1752;;;;;;;
851;0,831054688;-0,148211379;1744;;;;;;;
852;0,83203125;-0,152099114;1736;;;;;;;
853;0,833007813;-0,155888331;1728;;;;;;;
854;0,833984375;-0,159574548;1721;;;;;;;
855;0,834960938;-0,163153314;1713;;;;;;;
856;0,8359375;-0,166620216;1706;;;;;;;
857;0,836914063;-0,169970882;1699;;;;;;;
858;0,837890625;-0,173200983;1693;;;;;;;
859;0,838867188;-0,176306238;1686;;;;;;;
860;0,83984375;-0,179282417;1680;;;;;;;
861;0,840820313;-0,182125345;1675;;;;;;;
862;0,841796875;-0,184830901;1669;;;;;;;
863;0,842773438;-0,187395031;1664;;;;;;;
864;0,84375;-0,18981374;1659;;;;;;;
865;0,844726563;-0,192083103;1654;;;;;;;
866;0,845703125;-0,194199267;1650;;;;;;;
867;0,846679688;-0,19615845;1646;;;;;;;
868;0,84765625;-0,19795695;1642;;;;;;;
869;0,848632813;-0,199591144;1639;;;;;;;
870;0,849609375;-0,201057494;1636;;;;;;;
871;0,850585938;-0,202352547;1633;;;;;;;
872;0,8515625;-0,20347294;1631;;;;;;;
873;0,852539063;-0,204415402;1629;;;;;;;
874;0,853515625;-0,205176759;1627;;;;;;;
875;0,854492188;-0,205753935;1626;;;;;;;
876;0,85546875;-0,206143954;1625;;;;;;;
877;0,856445313;-0,206343944;1625;;;;;;;
878;0,857421875;-0,206351139;1625;;;;;;;
879;0,858398438;-0,206162884;1625;;;;;;;
880;0,859375;-0,205776634;1626;;;;;;;
881;0,860351563;-0,205189957;1627;;;;;;;
882;0,861328125;-0,204400539;1629;;;;;;;
883;0,862304688;-0,203406186;1631;;;;;;;
884;0,86328125;-0,202204821;1633;;;;;;;
885;0,864257813;-0,200794492;1636;;;;;;;
886;0,865234375;-0,199173375;1640;;;;;;;
887;0,866210938;-0,197339768;1643;;;;;;;
888;0,8671875;-0,195292101;1648;;;;;;;
889;0,868164063;-0,193028935;1652;;;;;;;
890;0,869140625;-0,190548962;1657;;;;;;;
891;0,870117188;-0,18785101;1663;;;;;;;
892;0,87109375;-0,184934042;1669;;;;;;;
893;0,872070313;-0,181797158;1675;;;;;;;
894;0,873046875;-0,178439597;1682;;;;;;;
895;0,874023438;-0,174860738;1689;;;;;;;
896;0,875;-0,1710601;1697;;;;;;;
897;0,875976563;-0,167037347;1705;;;;;;;
898;0,876953125;-0,162792282;1714;;;;;;;
899;0,877929688;-0,158324857;1723;;;;;;;
900;0,87890625;-0,153635165;1733;;;;;;;
901;0,879882813;-0,148723446;1743;;;;;;;
902;0,880859375;-0,143590087;1753;;;;;;;
903;0,881835938;-0,13823562;1764;;;;;;;
904;0,8828125;-0,132660725;1776;;;;;;;
905;0,883789063;-0,126866229;1788;;;;;;;
906;0,884765625;-0,120853108;1800;;;;;;;
907;0,885742188;-0,114622483;1813;;;;;;;
908;0,88671875;-0,108175625;1826;;;;;;;
909;0,887695313;-0,101513952;1840;;;;;;;
910;0,888671875;-0,094639028;1854;;;;;;;
911;0,889648438;-0,087552564;1868;;;;;;;
912;0,890625;-0,080256419;1883;;;;;;;
913;0,891601563;-0,072752597;1899;;;;;;;
914;0,892578125;-0,065043248;1914;;;;;;;
915;0,893554688;-0,057130664;1930;;;;;;;
916;0,89453125;-0,049017284;1947;;;;;;;
917;0,895507813;-0,040705687;1964;;;;;;;
918;0,896484375;-0,032198595;1982;;;;;;;
919;0,897460938;-0,023498871;1999;;;;;;;
920;0,8984375;-0,014609516;2018;;;;;;;
921;0,899414063;-0,005533668;2036;;;;;;;
922;0,900390625;0,003725397;2055;;;;;;;
923;0,901367188;0,013164268;2074;;;;;;;
924;0,90234375;0,022779404;2094;;;;;;;
925;0,903320313;0,032567129;2114;;;;;;;
926;0,904296875;0,042523639;2135;;;;;;;
927;0,905273438;0,052645004;2155;;;;;;;
928;0,90625;0,062927167;2176;;;;;;;
929;0,907226563;0,073365949;2198;;;;;;;
930;0,908203125;0,083957048;2219;;;;;;;
931;0,909179688;0,094696045;2241;;;;;;;
932;0,91015625;0,105578406;2264;;;;;;;
933;0,911132813;0,116599481;2286;;;;;;;
934;0,912109375;0,12775451;2309;;;;;;;
935;0,913085938;0,139038624;2332;;;;;;;
936;0,9140625;0,150446851;2356;;;;;;;
937;0,915039063;0,161974113;2379;;;;;;;
938;0,916015625;0,173615233;2403;;;;;;;
939;0,916992188;0,18536494;2427;;;;;;;
940;0,91796875;0,197217865;2451;;;;;;;
941;0,918945313;0,209168552;2476;;;;;;;
942;0,919921875;0,221211457;2501;;;;;;;
943;0,920898438;0,23334095;2525;;;;;;;
944;0,921875;0,245551323;2550;;;;;;;
945;0,922851563;0,25783679;2576;;;;;;;
946;0,923828125;0,270191491;2601;;;;;;;
947;0,924804688;0,282609496;2626;;;;;;;
948;0,92578125;0,295084808;2652;;;;;;;
949;0,926757813;0,307611369;2677;;;;;;;
950;0,927734375;0,320183061;2703;;;;;;;
951;0,928710938;0,332793709;2729;;;;;;;
952;0,9296875;0,345437089;2755;;;;;;;
953;0,930664063;0,358106928;2781;;;;;;;
954;0,931640625;0,37079691;2807;;;;;;;
955;0,932617188;0,383500679;2833;;;;;;;
956;0,93359375;0,396211842;2859;;;;;;;
957;0,934570313;0,408923977;2885;;;;;;;
958;0,935546875;0,421630632;2911;;;;;;;
959;0,936523438;0,434325332;2937;;;;;;;
960;0,9375;0,447001583;2963;;;;;;;
961;0,938476563;0,459652874;2989;;;;;;;
962;0,939453125;0,472272685;3015;;;;;;;
963;0,940429688;0,484854486;3040;;;;;;;
964;0,94140625;0,497391748;3066;;;;;;;
965;0,942382813;0,509877939;3092;;;;;;;
966;0,943359375;0,522306536;3117;;;;;;;
967;0,944335938;0,534671023;3143;;;;;;;
968;0,9453125;0,546964899;3168;;;;;;;
969;0,946289063;0,559181681;3193;;;;;;;
970;0,947265625;0,571314909;3218;;;;;;;
971;0,948242188;0,583358147;3242;;;;;;;
972;0,94921875;0,595304992;3267;;;;;;;
973;0,950195313;0,607149075;3291;;;;;;;
974;0,951171875;0,618884065;3315;;;;;;;
975;0,952148438;0,630503675;3339;;;;;;;
976;0,953125;0,642001664;3362;;;;;;;
977;0,954101563;0,653371845;3386;;;;;;;
978;0,955078125;0,664608082;3409;;;;;;;
979;0,956054688;0,675704302;3431;;;;;;;
980;0,95703125;0,686654493;3454;;;;;;;
981;0,958007813;0,69745271;3476;;;;;;;
982;0,958984375;0,708093081;3498;;;;;;;
983;0,959960938;0,718569808;3519;;;;;;;
984;0,9609375;0,728877171;3540;;;;;;;
985;0,961914063;0,739009534;3561;;;;;;;
986;0,962890625;0,748961345;3581;;;;;;;
987;0,963867188;0,758727145;3601;;;;;;;
988;0,96484375;0,768301566;3621;;;;;;;
989;0,965820313;0,777679339;3640;;;;;;;
990;0,966796875;0,786855293;3659;;;;;;;
991;0,967773438;0,795824364;3677;;;;;;;
992;0,96875;0,804581593;3695;;;;;;;
993;0,969726563;0,813122134;3713;;;;;;;
994;0,970703125;0,821441252;3730;;;;;;;
995;0,971679688;0,829534332;3746;;;;;;;
996;0,97265625;0,837396877;3762;;;;;;;
997;0,973632813;0,845024515;3778;;;;;;;
998;0,974609375;0,852412998;3793;;;;;;;
999;0,975585938;0,859558207;3808;;;;;;;
1000;0,9765625;0,866456157;3822;;;;;;;
1001;0,977539063;0,873102995;3836;;;;;;;
1002;0,978515625;0,879495005;3849;;;;;;;
1003;0,979492188;0,885628611;3861;;;;;;;
1004;0,98046875;0,89150038;3873;;;;;;;
1005;0,981445313;0,897107019;3885;;;;;;;
1006;0,982421875;0,902445386;3896;;;;;;;
1007;0,983398438;0,907512485;3906;;;;;;;
1008;0,984375;0,912305469;3916;;;;;;;
1009;0,985351563;0,916821646;3925;;;;;;;
1010;0,986328125;0,921058477;3934;;;;;;;
1011;0,987304688;0,925013577;3942;;;;;;;
1012;0,98828125;0,928684721;3949;;;;;;;
1013;0,989257813;0,932069841;3956;;;;;;;
1014;0,990234375;0,935167031;3963;;;;;;;
1015;0,991210938;0,937974545;3968;;;;;;;
1016;0,9921875;0,9404908;3974;;;;;;;
1017;0,993164063;0,942714377;3978;;;;;;;
1018;0,994140625;0,944644021;3982;;;;;;;
1019;0,995117188;0,946278644;3985;;;;;;;
1020;0,99609375;0,947617323;3988;;;;;;;
1021;0,997070313;0,948659303;3990;;;;;;;
1022;0,998046875;0,949403994;3992;;;;;;;
1023;0,999023438;0,949850978;3993;;;;;;;
1024;1;0,95;3993;;;;;;;
1025;1,000976563;0,949850978;3993;;;;;;;
1026;1,001953125;0,949403994;3992;;;;;;;
1027;1,002929688;0,948659303;3990;;;;;;;
1028;1,00390625;0,947617323;3988;;;;;;;
1029;1,004882813;0,946278644;3985;;;;;;;
1030;1,005859375;0,944644021;3982;;;;;;;
1031;1,006835938;0,942714377;3978;;;;;;;
1032;1,0078125;0,9404908;3974;;;;;;;
1033;1,008789063;0,937974545;3968;;;;;;;
1034;1,009765625;0,935167031;3963;;;;;;;
1035;1,010742188;0,932069841;3956;;;;;;;
1036;1,01171875;0,928684721;3949;;;;;;;
1037;1,012695313;0,925013577;3942;;;;;;;
1038;1,013671875;0,921058477;3934;;;;;;;
1039;1,014648438;0,916821646;3925;;;;;;;
1040;1,015625;0,912305469;3916;;;;;;;
1041;1,016601563;0,907512485;3906;;;;;;;
1042;1,017578125;0,902445386;3896;;;;;;;
1043;1,018554688;0,897107019;3885;;;;;;;
1044;1,01953125;0,89150038;3873;;;;;;;
1045;1,020507813;0,885628611;3861;;;;;;;
1046;1,021484375;0,879495005;3849;;;;;;;
1047;1,022460938;0,873102995;3836;;;;;;;
1048;1,0234375;0,866456157;3822;;;;;;;
1049;1,024414063;0,859558207;3808;;;;;;;
1050;1,025390625;0,852412998;3793;;;;;;;
1051;1,026367188;0,845024515;3778;;;;;;;
1052;1,02734375;0,837396877;3762;;;;;;;
1053;1,028320313;0,829534332;3746;;;;;;;
1054;1,029296875;0,821441252;3730;;;;;;;
1055;1,030273438;0,813122134;3713;;;;;;;
1056;1,03125;0,804581593;3695;;;;;;;
1057;1,032226563;0,795824364;3677;;;;;;;
1058;1,033203125;0,786855293;3659;;;;;;;
1059;1,034179688;0,777679339;3640;;;;;;;
1060;1,03515625;0,768301566;3621;;;;;;;
1061;1,036132813;0,758727145;3601;;;;;;;
1062;1,037109375;0,748961345;3581;;;;;;;
1063;1,038085938;0,739009534;3561;;;;;;;
1064;1,0390625;0,728877171;3540;;;;;;;
1065;1,040039063;0,718569808;3519;;;;;;;
1066;1,041015625;0,708093081;3498;;;;;;;
1067;1,041992188;0,69745271;3476;;;;;;;
1068;1,04296875;0,686654493;3454;;;;;;;
1069;1,043945313;0,675704302;3431;;;;;;;
1070;1,044921875;0,664608082;3409;;;;;;;
1071;1,045898438;0,653371845;3386;;;;;;;
1072;1,046875;0,642001664;3362;;;;;;;
1073;1,047851563;0,630503675;3339;;;;;;;
1074;1,048828125;0,618884065;3315;;;;;;;
1075;1,049804688;0,607149075;3291;;;;;;;
1076;1,05078125;0,595304992;3267;;;;;;;
1077;1,051757813;0,583358147;3242;;;;;;;
1078;1,052734375;0,571314909;3218;;;;;;;
1079;1,053710938;0,559181681;3193;;;;;;;
1080;1,0546875;0,546964899;3168;;;;;;;
1081;1,055664063;0,534671023;3143;;;;;;;
1082;1,056640625;0,522306536;3117;;;;;;;
1083;1,057617188;0,509877939;3092;;;;;;;
1084;1,05859375;0,497391748;3066;;;;;;;
1085;1,059570313;0,484854486;3040;;;;;;;
1086;1,060546875;0,472272685;3015;;;;;;;
1087;1,061523438;0,459652874;2989;;;;;;;
1088;1,0625;0,447001583;2963;;;;;;;
1089;1,063476563;0,434325332;2937;;;;;;;
1090;1,064453125;0,421630632;2911;;;;;;;
1091;1,065429688;0,408923977;2885;;;;;;;
1092;1,06640625;0,396211842;2859;;;;;;;
1093;1,067382813;0,383500679;2833;;;;;;;
1094;1,068359375;0,37079691;2807;;;;;;;
1095;1,069335938;0,358106928;2781;;;;;;;
1096;1,0703125;0,345437089;2755;;;;;;;
1097;1,071289063;0,332793709;2729;;;;;;;
1098;1,072265625;0,320183061;2703;;;;;;;
1099;1,073242188;0,307611369;2677;;;;;;;
1100;1,07421875;0,295084808;2652;;;;;;;
1101;1,075195313;0,282609496;2626;;;;;;;
1102;1,076171875;0,270191491;2601;;;;;;;
1103;1,077148438;0,25783679;2576;;;;;;;
1104;1,078125;0,245551323;2550;;;;;;;
1105;1,079101563;0,23334095;2525;;;;;;;
1106;1,080078125;0,221211457;2501;;;;;;;
1107;1,081054688;0,209168552;2476;;;;;;;
1108;1,08203125;0,197217865;2451;;;;;;;
1109;1,083007813;0,18536494;2427;;;;;;;
1110;1,083984375;0,173615233;2403;;;;;;;
1111;1,084960938;0,161974113;2379;;;;;;;
1112;1,0859375;0,150446851;2356;;;;;;;
1113;1,086914063;0,139038624;2332;;;;;;;
1114;1,087890625;0,12775451;2309;;;;;;;
1115;1,088867188;0,116599481;2286;;;;;;;
1116;1,08984375;0,105578406;2264;;;;;;;
1117;1,090820313;0,094696045;2241;;;;;;;
1118;1,091796875;0,083957048;2219;;;;;;;
1119;1,092773438;0,073365949;2198;;;;;;;
1120;1,09375;0,062927167;2176;;;;;;;
1121;1,094726563;0,052645004;2155;;;;;;;
1122;1,095703125;0,042523639;2135;;;;;;;
1123;1,096679688;0,032567129;2114;;;;;;;
1124;1,09765625;0,022779404;2094;;;;;;;
1125;1,098632813;0,013164268;2074;;;;;;;
1126;1,099609375;0,003725397;2055;;;;;;;
1127;1,100585938;-0,005533668;2036;;;;;;;
1128;1,1015625;-0,014609516;2018;;;;;;;
1129;1,102539063;-0,023498871;1999;;;;;;;
1130;1,103515625;-0,032198595;1982;;;;;;;
1131;1,104492188;-0,040705687;1964;;;;;;;
1132;1,10546875;-0,049017284;1947;;;;;;;
